date,underlying,realized_vol_63d
2015-01-21,KYBR,0.2025408520566392
2015-01-22,KYBR,0.2033591694556478
2015-01-23,KYBR,0.203168947659508
2015-01-26,KYBR,0.22249477085135516
2015-01-27,KYBR,0.22501840814109395
2015-01-28,KYBR,0.22572757492311854
2015-01-29,KYBR,0.22383428014532197
2015-01-30,KYBR,0.22444092083292025
2015-02-02,KYBR,0.22505755567285377
2015-02-03,KYBR,0.2258004970689481
2015-02-04,KYBR,0.22644911637277415
2015-02-05,KYBR,0.22652945759542403
2015-02-06,KYBR,0.22609481224797334
2015-02-09,KYBR,0.22398392102161066
2015-02-10,KYBR,0.2176507305268847
2015-02-11,KYBR,0.21803242969090822
2015-02-12,KYBR,0.22644667553445988
2015-02-13,KYBR,0.22642255089053698
2015-02-16,KYBR,0.2260355015650282
2015-02-17,KYBR,0.22615427148683245
2015-02-18,KYBR,0.22722160943938158
2015-02-19,KYBR,0.22866411655755667
2015-02-20,KYBR,0.2410700518574016
2015-02-23,KYBR,0.23953845935682141
2015-02-24,KYBR,0.24373181651944795
2015-02-25,KYBR,0.24064981296613944
2015-02-26,KYBR,0.23772104328227886
2015-02-27,KYBR,0.23937419741900426
2015-03-02,KYBR,0.23938117582076923
2015-03-03,KYBR,0.23964989271736634
2015-03-04,KYBR,0.24099562911103947
2015-03-05,KYBR,0.23993090786272253
2015-03-06,KYBR,0.23153915621927937
2015-03-09,KYBR,0.23176346914155743
2015-03-10,KYBR,0.23206167815666182
2015-03-11,KYBR,0.23180309995565318
2015-03-12,KYBR,0.22623839573171778
2015-03-13,KYBR,0.22985562048813396
2015-03-16,KYBR,0.22978700579266234
2015-03-17,KYBR,0.2307733753602543
2015-03-18,KYBR,0.23056566270902829
2015-03-19,KYBR,0.22758151296460102
2015-03-20,KYBR,0.22832088696744748
2015-03-23,KYBR,0.22825332737330783
2015-03-24,KYBR,0.23231842209111278
2015-03-25,KYBR,0.23224119957265843
2015-03-26,KYBR,0.22342808678646803
2015-03-27,KYBR,0.22371343134201127
2015-03-30,KYBR,0.2239169247156308
2015-03-31,KYBR,0.22225503519767723
2015-04-01,KYBR,0.21840885070192323
2015-04-02,KYBR,0.2180182997557416
2015-04-03,KYBR,0.219384019050138
2015-04-06,KYBR,0.21941730377380403
2015-04-07,KYBR,0.22736202211022277
2015-04-08,KYBR,0.22538379872452644
2015-04-09,KYBR,0.2259494951175906
2015-04-10,KYBR,0.23027549722796178
2015-04-13,KYBR,0.22965383028870143
2015-04-14,KYBR,0.2307254054687774
2015-04-15,KYBR,0.2296476047066934
2015-04-16,KYBR,0.23279397917971772
2015-04-17,KYBR,0.2364666829571867
2015-04-20,KYBR,0.2348142869795907
2015-04-21,KYBR,0.2445781197338948
2015-04-22,KYBR,0.24456702140103442
2015-04-23,KYBR,0.2306150711867782
2015-04-24,KYBR,0.2293557046698722
2015-04-27,KYBR,0.23064525649147666
2015-04-28,KYBR,0.23318481935278695
2015-04-29,KYBR,0.23230278134904106
2015-04-30,KYBR,0.23863195302000828
2015-05-01,KYBR,0.2383054960634123
2015-05-04,KYBR,0.2442127863511236
2015-05-05,KYBR,0.2514429468579768
2015-05-06,KYBR,0.2509603608161383
2015-05-07,KYBR,0.2518055197985711
2015-05-08,KYBR,0.25291631610922066
2015-05-11,KYBR,0.25485837488712404
2015-05-12,KYBR,0.24541244221563996
2015-05-13,KYBR,0.2519237449974611
2015-05-14,KYBR,0.2524388932725123
2015-05-15,KYBR,0.2521045767739532
2015-05-18,KYBR,0.2502349192287343
2015-05-19,KYBR,0.2815664226626857
2015-05-20,KYBR,0.2770127853561586
2015-05-21,KYBR,0.2816495669277775
2015-05-22,KYBR,0.2812829791255089
2015-05-25,KYBR,0.2843394186030122
2015-05-26,KYBR,0.29120986694751344
2015-05-27,KYBR,0.3093585904752442
2015-05-28,KYBR,0.31021785101581323
2015-05-29,KYBR,0.3100443899205672
2015-06-01,KYBR,0.31423377430573324
2015-06-02,KYBR,0.31632332005168773
2015-06-03,KYBR,0.31423464048903166
2015-06-04,KYBR,0.3176467868690934
2015-06-05,KYBR,0.3176013209895881
2015-06-08,KYBR,0.3167989526916451
2015-06-09,KYBR,0.31687747524624216
2015-06-10,KYBR,0.31836732297896464
2015-06-11,KYBR,0.32350918913852617
2015-06-12,KYBR,0.3310717047958622
2015-06-15,KYBR,0.3350505676283838
2015-06-16,KYBR,0.33542354857937634
2015-06-17,KYBR,0.3347583328725616
2015-06-18,KYBR,0.3467982037067795
2015-06-19,KYBR,0.3443337403669561
2015-06-22,KYBR,0.3447046354465181
2015-06-23,KYBR,0.3444617634799421
2015-06-24,KYBR,0.3445159687993346
2015-06-25,KYBR,0.34445183020680753
2015-06-26,KYBR,0.34580860313072626
2015-06-29,KYBR,0.3520007882546823
2015-06-30,KYBR,0.3517563674509904
2015-07-01,KYBR,0.3507717364438028
2015-07-02,KYBR,0.35827824092001687
2015-07-03,KYBR,0.3528983258733508
2015-07-06,KYBR,0.35290356176200743
2015-07-07,KYBR,0.3573814531694785
2015-07-08,KYBR,0.3555883967786438
2015-07-09,KYBR,0.3624804884705938
2015-07-10,KYBR,0.3668292476773286
2015-07-13,KYBR,0.3666720555351098
2015-07-14,KYBR,0.36909530683814135
2015-07-15,KYBR,0.36661310840242606
2015-07-16,KYBR,0.3743381383941186
2015-07-17,KYBR,0.36623532812711235
2015-07-20,KYBR,0.37738746704861414
2015-07-21,KYBR,0.38089326817460745
2015-07-22,KYBR,0.38126595555307813
2015-07-23,KYBR,0.382741799599628
2015-07-24,KYBR,0.38264393041472716
2015-07-27,KYBR,0.38266020616088536
2015-07-28,KYBR,0.37681481541870937
2015-07-29,KYBR,0.37773605337586424
2015-07-30,KYBR,0.37277343214298414
2015-07-31,KYBR,0.3761266184688598
2015-08-03,KYBR,0.3768208654555754
2015-08-04,KYBR,0.37993033046879887
2015-08-05,KYBR,0.3925846946967906
2015-08-06,KYBR,0.39340212751860965
2015-08-07,KYBR,0.39284225157043245
2015-08-10,KYBR,0.38978185998345316
2015-08-11,KYBR,0.3898648872553181
2015-08-12,KYBR,0.3905744017764681
2015-08-13,KYBR,0.3914380795400268
2015-08-14,KYBR,0.36583923450531797
2015-08-17,KYBR,0.36777087623847354
2015-08-18,KYBR,0.3672806185112933
2015-08-19,KYBR,0.3723360008603106
2015-08-20,KYBR,0.3705882801708493
2015-08-21,KYBR,0.3659259552339439
2015-08-24,KYBR,0.3494502533456819
2015-08-25,KYBR,0.3501508353230975
2015-08-26,KYBR,0.36435502157544264
2015-08-27,KYBR,0.3653768386199098
2015-08-28,KYBR,0.3675583238849375
2015-08-31,KYBR,0.36800382389178116
2015-09-01,KYBR,0.3713809506612364
2015-09-02,KYBR,0.3712557832535094
2015-09-03,KYBR,0.38012692111801244
2015-09-04,KYBR,0.3934076459496156
2015-09-07,KYBR,0.40310927335708996
2015-09-08,KYBR,0.40611069479206874
2015-09-09,KYBR,0.39801566511842446
2015-09-10,KYBR,0.3930311979880946
2015-09-11,KYBR,0.3936689210872364
2015-09-14,KYBR,0.3939161617549271
2015-09-15,KYBR,0.3843843367095857
2015-09-16,KYBR,0.3857171330310349
2015-09-17,KYBR,0.38625253775382057
2015-09-18,KYBR,0.38621955092548105
2015-09-21,KYBR,0.3860136156565625
2015-09-22,KYBR,0.3868022794750528
2015-09-23,KYBR,0.3866888327542826
2015-09-24,KYBR,0.3812731449625154
2015-09-25,KYBR,0.3823670634686805
2015-09-28,KYBR,0.38228356357844706
2015-09-29,KYBR,0.37581592383856693
2015-09-30,KYBR,0.37602585473977856
2015-10-01,KYBR,0.37657944507291924
2015-10-02,KYBR,0.3732490183848494
2015-10-05,KYBR,0.37203209616989297
2015-10-06,KYBR,0.36359116939525105
2015-10-07,KYBR,0.359258473789923
2015-10-08,KYBR,0.3594401862488527
2015-10-09,KYBR,0.3550370787382198
2015-10-12,KYBR,0.35672414527556867
2015-10-13,KYBR,0.3498382407424196
2015-10-14,KYBR,0.35041930195906
2015-10-15,KYBR,0.34028112884087863
2015-10-16,KYBR,0.33732567346874354
2015-10-19,KYBR,0.3365047492023419
2015-10-20,KYBR,0.33647477322772534
2015-10-21,KYBR,0.3357137941147509
2015-10-22,KYBR,0.33566329652884785
2015-10-23,KYBR,0.3360384765189996
2015-10-26,KYBR,0.3347857690071978
2015-10-27,KYBR,0.3351317516617883
2015-10-28,KYBR,0.32632858070649096
2015-10-29,KYBR,0.32564337234963486
2015-10-30,KYBR,0.3219588423665504
2015-11-02,KYBR,0.30531453950635107
2015-11-03,KYBR,0.3031342910709172
2015-11-04,KYBR,0.3032318921378411
2015-11-05,KYBR,0.30432726618250877
2015-11-06,KYBR,0.3033861551466398
2015-11-09,KYBR,0.3054474618710408
2015-11-10,KYBR,0.3039529078407123
2015-11-11,KYBR,0.30354933358007535
2015-11-12,KYBR,0.2970000642343174
2015-11-13,KYBR,0.29148061733962977
2015-11-16,KYBR,0.2851524514124116
2015-11-17,KYBR,0.28539591879053144
2015-11-18,KYBR,0.2855464669387893
2015-11-19,KYBR,0.28636711730272546
2015-11-20,KYBR,0.28720551502063596
2015-11-23,KYBR,0.27115752188268283
2015-11-24,KYBR,0.2647903407340675
2015-11-25,KYBR,0.2596406790971248
2015-11-26,KYBR,0.25917237731314674
2015-11-27,KYBR,0.25546735273219756
2015-11-30,KYBR,0.2558518024802232
2015-12-01,KYBR,0.24363266592224006
2015-12-02,KYBR,0.2211573790362611
2015-12-03,KYBR,0.19978092852788026
2015-12-04,KYBR,0.1853068416519027
2015-12-07,KYBR,0.1851665033566192
2015-12-08,KYBR,0.18738624336714957
2015-12-09,KYBR,0.18983852973435256
2015-12-10,KYBR,0.1903538532167712
2015-12-11,KYBR,0.1903092694804631
2015-12-14,KYBR,0.1894300013711799
2015-12-15,KYBR,0.19180743019680413
2015-12-16,KYBR,0.1967298607064014
2015-12-17,KYBR,0.20089589882916692
2015-12-18,KYBR,0.19924040048605368
2015-12-21,KYBR,0.19776458989852583
2015-12-22,KYBR,0.20267203298896422
2015-12-23,KYBR,0.2025441290283854
2015-12-24,KYBR,0.20282724060909657
2015-12-25,KYBR,0.20227276215495363
2015-12-28,KYBR,0.21080898149568403
2015-12-29,KYBR,0.21015811297509376
2015-12-30,KYBR,0.2088359073835203
2015-12-31,KYBR,0.20907581863576097
2016-01-01,KYBR,0.20908849232709362
2016-01-04,KYBR,0.21049883229711486
2016-01-05,KYBR,0.21053324700451592
2016-01-06,KYBR,0.20968202018675786
2016-01-07,KYBR,0.20749151820641587
2016-01-08,KYBR,0.20864517971761676
2016-01-11,KYBR,0.2097798705918284
2016-01-12,KYBR,0.206741141956453
2016-01-13,KYBR,0.19910567545376834
2016-01-14,KYBR,0.1978769906879586
2016-01-15,KYBR,0.19359407876143717
2016-01-18,KYBR,0.19198236383248773
2016-01-19,KYBR,0.19266733598803426
2016-01-20,KYBR,0.19197594207831017
2016-01-21,KYBR,0.19133092870724772
2016-01-22,KYBR,0.19195834502439812
2016-01-25,KYBR,0.1928141799936616
2016-01-26,KYBR,0.19279692044573796
2016-01-27,KYBR,0.19068190263076776
2016-01-28,KYBR,0.19100412269823108
2016-01-29,KYBR,0.19922267121732296
2016-02-01,KYBR,0.19850416227989853
2016-02-02,KYBR,0.19667554627420608
2016-02-03,KYBR,0.19650909651799361
2016-02-04,KYBR,0.19206413177909903
2016-02-05,KYBR,0.19358694945204283
2016-02-08,KYBR,0.1930597581026111
2016-02-09,KYBR,0.19380364178050175
2016-02-10,KYBR,0.19282220440851844
2016-02-11,KYBR,0.20391868990832354
2016-02-12,KYBR,0.210114268891628
2016-02-15,KYBR,0.21029563556603306
2016-02-16,KYBR,0.20936720713914472
2016-02-17,KYBR,0.20400298159694003
2016-02-18,KYBR,0.2049554539417053
2016-02-19,KYBR,0.20521829091969349
2016-02-22,KYBR,0.208330155718157
2016-02-23,KYBR,0.2082826729043947
2016-02-24,KYBR,0.2013226651753111
2016-02-25,KYBR,0.20290402044994435
2016-02-26,KYBR,0.20124278398882606
2016-02-29,KYBR,0.20205372411935912
2016-03-01,KYBR,0.20011282499703956
2016-03-02,KYBR,0.202036156924358
2016-03-03,KYBR,0.20521918390481916
2016-03-04,KYBR,0.2025943279494513
2016-03-07,KYBR,0.1986616472490982
2016-03-08,KYBR,0.22748405178137363
2016-03-09,KYBR,0.22900771154203678
2016-03-10,KYBR,0.2269307647784942
2016-03-11,KYBR,0.22473210884829212
2016-03-14,KYBR,0.22877006391314303
2016-03-15,KYBR,0.22520923149960992
2016-03-16,KYBR,0.22523522514556463
2016-03-17,KYBR,0.22485751400932472
2016-03-18,KYBR,0.2204474149899363
2016-03-21,KYBR,0.2185893746219802
2016-03-22,KYBR,0.2195069802236008
2016-03-23,KYBR,0.2200933537225879
2016-03-24,KYBR,0.2116643674215504
2016-03-25,KYBR,0.21111269050179676
2016-03-28,KYBR,0.213638697696278
2016-03-29,KYBR,0.21845300683313923
2016-03-30,KYBR,0.219119432628823
2016-03-31,KYBR,0.22545255319939467
2016-04-01,KYBR,0.23001457133359696
2016-04-04,KYBR,0.22982966684591818
2016-04-05,KYBR,0.22990744779318434
2016-04-06,KYBR,0.2327264246901115
2016-04-07,KYBR,0.231388024037394
2016-04-08,KYBR,0.23239426390297088
2016-04-11,KYBR,0.23227999730242274
2016-04-12,KYBR,0.2321697686301846
2016-04-13,KYBR,0.23281173576192588
2016-04-14,KYBR,0.23478539029760434
2016-04-15,KYBR,0.2349800790964984
2016-04-18,KYBR,0.23513876274959256
2016-04-19,KYBR,0.2381151939918951
2016-04-20,KYBR,0.23746579680302932
2016-04-21,KYBR,0.23831158340404873
2016-04-22,KYBR,0.23825510634500338
2016-04-25,KYBR,0.24454915464524252
2016-04-26,KYBR,0.24598548748520802
2016-04-27,KYBR,0.23764629800034545
2016-04-28,KYBR,0.2379443064800472
2016-04-29,KYBR,0.24221890651475045
2016-05-02,KYBR,0.24195725580540017
2016-05-03,KYBR,0.2422496747582755
2016-05-04,KYBR,0.24525092481289867
2016-05-05,KYBR,0.2443727065602092
2016-05-06,KYBR,0.24383428219331618
2016-05-09,KYBR,0.24411543021044052
2016-05-10,KYBR,0.23448911152412713
2016-05-11,KYBR,0.23131055139125972
2016-05-12,KYBR,0.23159112248697472
2016-05-13,KYBR,0.23448894971883802
2016-05-16,KYBR,0.23673278748449805
2016-05-17,KYBR,0.24207405970340604
2016-05-18,KYBR,0.24172339665079134
2016-05-19,KYBR,0.23956246657421115
2016-05-20,KYBR,0.23999843105950916
2016-05-23,KYBR,0.2393438899133275
2016-05-24,KYBR,0.2404099635883769
2016-05-25,KYBR,0.2397506029070981
2016-05-26,KYBR,0.2393425509709219
2016-05-27,KYBR,0.23938935968073483
2016-05-30,KYBR,0.2436081150539279
2016-05-31,KYBR,0.2526534196013424
2016-06-01,KYBR,0.2560490062729607
2016-06-02,KYBR,0.2560140252031039
2016-06-03,KYBR,0.2307760649072763
2016-06-06,KYBR,0.2331006968768666
2016-06-07,KYBR,0.23314033327614794
2016-06-08,KYBR,0.23291589601613696
2016-06-09,KYBR,0.22496872623850747
2016-06-10,KYBR,0.22682811699197808
2016-06-13,KYBR,0.2300417373956294
2016-06-14,KYBR,0.23059375033250318
2016-06-15,KYBR,0.23051697703284627
2016-06-16,KYBR,0.2305275882371766
2016-06-17,KYBR,0.2295458604633316
2016-06-20,KYBR,0.22807301355439188
2016-06-21,KYBR,0.2269587805227708
2016-06-22,KYBR,0.22733400070670745
2016-06-23,KYBR,0.2257517016121301
2016-06-24,KYBR,0.2212506243481448
2016-06-27,KYBR,0.2218241579911081
2016-06-28,KYBR,0.2131790465795024
2016-06-29,KYBR,0.20834980806496955
2016-06-30,KYBR,0.20841376380979057
2016-07-01,KYBR,0.2094209466046209
2016-07-04,KYBR,0.20907034979183065
2016-07-05,KYBR,0.21301034977683256
2016-07-06,KYBR,0.21209601197231753
2016-07-07,KYBR,0.21239449876631616
2016-07-08,KYBR,0.21484804503118188
2016-07-11,KYBR,0.21386038309432803
2016-07-12,KYBR,0.2103806879222391
2016-07-13,KYBR,0.21238812074011268
2016-07-14,KYBR,0.2143632138275287
2016-07-15,KYBR,0.21131843460127184
2016-07-18,KYBR,0.21290815953283157
2016-07-19,KYBR,0.21138694921759543
2016-07-20,KYBR,0.21199929137993195
2016-07-21,KYBR,0.20465468203865098
2016-07-22,KYBR,0.20355583534126423
2016-07-25,KYBR,0.20303037886473055
2016-07-26,KYBR,0.2034724675614082
2016-07-27,KYBR,0.19855801679303942
2016-07-28,KYBR,0.19860370792573387
2016-07-29,KYBR,0.19885847396077205
2016-08-01,KYBR,0.19330836039525023
2016-08-02,KYBR,0.193721765129465
2016-08-03,KYBR,0.1946409423665967
2016-08-04,KYBR,0.19715028969516837
2016-08-05,KYBR,0.19605947511897467
2016-08-08,KYBR,0.20024902304059783
2016-08-09,KYBR,0.19977921585316835
2016-08-10,KYBR,0.19675018635801786
2016-08-11,KYBR,0.19586097498831373
2016-08-12,KYBR,0.18811714830597887
2016-08-15,KYBR,0.18964748771138976
2016-08-16,KYBR,0.18986309789604894
2016-08-17,KYBR,0.18967555843111092
2016-08-18,KYBR,0.18980222587488013
2016-08-19,KYBR,0.19475408630391702
2016-08-22,KYBR,0.19981709772382344
2016-08-23,KYBR,0.20059942558721008
2016-08-24,KYBR,0.20089580363522516
2016-08-25,KYBR,0.19333272246375138
2016-08-26,KYBR,0.18790467810266814
2016-08-29,KYBR,0.1875264561637575
2016-08-30,KYBR,0.18747762886923855
2016-08-31,KYBR,0.18744626096261535
2016-09-01,KYBR,0.18357706680087385
2016-09-02,KYBR,0.1885394802471093
2016-09-05,KYBR,0.18855270573401817
2016-09-06,KYBR,0.1906385853961388
2016-09-07,KYBR,0.20165661665121648
2016-09-08,KYBR,0.2037231023712326
2016-09-09,KYBR,0.20467903839329296
2016-09-12,KYBR,0.22025313630047486
2016-09-13,KYBR,0.22051078071692443
2016-09-14,KYBR,0.22583791968608574
2016-09-15,KYBR,0.22511614070064695
2016-09-16,KYBR,0.23015335858313543
2016-09-19,KYBR,0.22958149282321857
2016-09-20,KYBR,0.23213320381983146
2016-09-21,KYBR,0.23215573867419909
2016-09-22,KYBR,0.24346127174205737
2016-09-23,KYBR,0.2559555082528274
2016-09-26,KYBR,0.2639376357110784
2016-09-27,KYBR,0.2663257859534113
2016-09-28,KYBR,0.2678686756124038
2016-09-29,KYBR,0.263372415051877
2016-09-30,KYBR,0.2595570576378753
2016-10-03,KYBR,0.26049951809105737
2016-10-04,KYBR,0.26144471160368743
2016-10-05,KYBR,0.25934454730644224
2016-10-06,KYBR,0.2597458098904508
2016-10-07,KYBR,0.262914707328908
2016-10-10,KYBR,0.26445499132918593
2016-10-11,KYBR,0.263488402522095
2016-10-12,KYBR,0.2706456875355593
2016-10-13,KYBR,0.2710588230064537
2016-10-14,KYBR,0.27203176389464157
2016-10-17,KYBR,0.2715362487288278
2016-10-18,KYBR,0.27332962388086224
